peopleCd,peopleNm,sex,repRoleNm
20369562,이상희,여자,배우
20314052,이유진,여자,제작팀
20366697,나인석,남자,배우
20373883,김계란,남자,프로듀서
20375054,강지석,남자,배우
20300154,김정민,,사운드팀
20366382,방정균,남자,배우
20366678,이애린,여자,배우
20365957,안드레아 베인 호픽,여자,배우
20370256,강현구,남자,배우
20181524,김지훈,남자,VFX 아티스트
20316080,김현정,,감독
20375404,신아린,여자,배우
20308134,김슬기,여자,감독
20329393,홍하은,여자,감독
20366228,이정훈,남자,배우
20189544,최용수,남자,감독
20371914,신현규,남자,촬영
20373929,키토루네 카와구치,남자,감독
20276849,박서영,여자,감독
20208256,허욱,남자,감독
20370606,조진주,여자,음악진행
10026716,문성근,남자,배우
20368666,박새미로,,음악
20185137,이경종,남자,DI팀
20375957,자레드 스콧,남자,배우
20312493,김이슬,,감독
20374645,서예담,여자,배우
20369974,임지민,남자,배우
20373180,문병권,남자,배우
20367593,김영비,여자,배우
20367069,김결,,분장팀
20143601,주희,여자,홍보/마케팅 진행
20333634,영화,여자,배우
20371447,전동혁,남자,조감독
20374215,서영덕,,프로듀서
20320448,김태용,남자,조명장비
20376228,서찬슬,남자,음악
20368236,김정원,여자,배우
20210666,진성문,남자,감독
20367439,이수현,여자,배우
20144594,강성철,남자,배우
20365404,이태린,여자,배우
20172982,하샛별,여자,감독
20333213,정진혁,남자,감독
20365473,강기원,남자,배우
20326912,우메하라 타카히로,남자,감독
20374262,남미담,여자,DI팀
20310089,장영철,남자,감독
20368241,김정환,남자,배우
10083579,롭 팔라티나,,감독
20174505,박중언,남자,감독
20332951,이성욱,,감독
20375920,이유진,여자,배우
20344284,최윤솔,여자,배우
20374632,이희원,여자,배우
20369903,이형상,남자,배우
20305771,이현지,남자,감독
20189533,장준엽,남자,감독
20371963,박지윤,여자,감독
20375189,박성배,남자,감독
20370671,이엄지,여자,세트
20162982,이덕재,남자,배우
20132735,신은영,여자,감독
20332052,윤신양,남자,감독
10087490,브라이언 비달,남자,감독
20341985,이홍기,남자,조명팀
20340697,김정우,남자,배우
20347152,조쉬 오코너,남자,배우
20198772,원영상,남자,촬영팀
20375023,오동근,남자,촬영
20290317,이용주,남자,조명팀
10005902,김진만,남자,감독
20351086,신동민,남자,감독
10049796,한 지에,남자,감독
10004610,김성욱,남자,감독
20375536,이성길,남자,배우
20369515,최윤서,여자,시나리오(각본)
20337745,양예주,여자,배급진행
10060414,장윤현,남자,감독
10057767,츠치다 준페이,,감독
20371826,서민경,여자,배우
20181046,이병희,남자,DI팀
20370734,김예곤,여자,기타
20132220,강소현,여자,감독
20375166,좌승현,여자,배우
20189026,이병기,남자,감독
20364777,정연준,남자,감독
20365865,김정륙,남자,배우
20370364,김여름,남자,배우
20311677,김현남,,감독
20209826,이수지,여자,감독
20211846,박지현,,감독
20374327,주기운,남자,배우
20368304,김지열,남자,배우
10029181,박정우,남자,감독
10061205,겅준,남자,감독
10087886,톰 페이튼,남자,감독
20272892,김솔,여자,감독
20373118,김형준,,미술팀
20375865,김성욱,,VFX 아티스트
20368754,옥찬유,남자,배우
20369846,정현지,여자,배우
20285050,이은주,,감독
20299589,김상혁,,제작팀
20373548,타카하시 나오즈미,남자,배우
20289970,장요한,남자,감독
20371575,심태희,여자,배우
20366199,김광직,남자,배우
20368884,박현아,여자,배우
20369796,이주혜,여자,배우
20338633,송정민,여자,음악진행
20329472,조소영,,감독
20307520,조성정,남자,감독
20123348,소준문,남자,감독
10061086,궈징밍,남자,감독
20112045,이하은,여자,배우
10007250,나카지마 유키오,남자,감독
20367788,노거경,남자,감독
20373661,나카시마 타케시,남자,감독
20376199,최재원,,시나리오(각본)
20284991,윤태랑,남자,감독
20285729,유수진,여자,감독
20355753,임준재,,DI팀
20376033,손봉희,여자,홍보/마케팅 진행
20150666,정은택,남자,제작팀
20367622,권대정,남자,배우
20371719,손현우,남자,촬영
20373724,백나실,여자,애니메이션팀
20372836,최영철,,제작팀
20307936,김수현,여자,감독
20141562,한미연,여자,편집팀
10061439,전재홍,남자,감독
20206546,조병화,남자,촬영팀
20368492,김효경,여자,배우
20373374,김종재,남자,배급진행
20366875,이동주,,음악진행
10078248,클라이브 톤지,남자,감독
20376176,장혁준,남자,배우
20320716,박규상,,제작팀
20370108,정현성,남자,배우
20216546,이승원,남자,감독
20183647,한연지,여자,VFX 아티스트
20350947,앤드류 두선무,남자,감독
20353392,최성환,남자,감독
20292003,김해인,여자,감독
20326292,이건우,남자,감독
20372565,김상호,남자,배우
20370558,신나래,여자,연출팀
20188908,김세인,여자,감독
20337529,안영주,여자,배우
10051826,요정정,,감독
10073054,가토 마사키,남자,감독
20374848,손주영,여자,사운드
20166241,김재준,남자,감독
20369779,홍은숙,여자,배우
20375074,이정경,여자,배우
20259279,김세형,남자,온라인마케팅
20302149,방수인,여자,감독
20248468,박정원,여자,온라인마케팅
20366658,강숙,여자,배우
20365977,박유복,남자,배우
20343845,박도영,남자,배우
20369407,차예진,여자,배우
20330192,김동화,여자,감독
20351481,한준용,남자,배우
20318817,김성민,남자,소품팀
20276869,김민혜,여자,감독
20373909,임철현,남자,조감독
20371934,김동찬,남자,배우
20370626,고승우,남자,조명
10077693,크리스토퍼 휠든,남자,감독
20374665,최세은,여자,배우
20157232,갈소원,여자,배우
20371467,오민렬,남자,음악
20376208,정재홍,남자,촬영팀
20374235,천지헌,남자,배급진행
20368216,조지 그리노,남자,배우
20210646,현지윤,여자,감독
20365424,김범준,남자,배우
20367419,손다영,여자,배우
20324978,이지형,여자,감독
20368703,박연수,여자,배우
20343453,정우영,남자,배우
20375832,송영숙,,조명장비
20309210,김주이,,감독
20374720,장위지,여자,스크립터
20369811,이지호,남자,배우
10029586,박희곤,남자,감독
20365561,박송,여자,배우
20375998,금소정,여자,애니메이션팀
20371488,수산나 송,,의상
20374370,박종인,남자,배우
20152525,유지현,여자,배우
20308952,김진수,남자,감독
20364720,이요성,남자,배우
20283429,오재학,남자,감독
20193885,여지현,여자,홍보/마케팅 진행
20365832,고인,남자,배우
20310932,홍나리,여자,감독
20326553,이건우,남자,배우
20370333,최주연,,기타
20375131,우준하,,조명팀
20290205,이승철,남자,배우
10056988,이은경,여자,각색
20147377,차소희,여자,광고디자인
20330487,김희준,남자,감독
10056822,이용주,남자,감독
20318952,김성진,,메이킹필름
20304971,이경호,남자,감독
20214310,전민혁,남자,감독
20370763,이제형,남자,기타
20375561,김진우,남자,연출팀
20369542,이상희,여자,배우
10065641,조동혁,남자,배우
20365998,박시흔,여자,VFX 슈퍼바이저
20373266,윤진,남자,편집팀
20366967,공나래,,홍보/마케팅 진행
20262715,노영완,남자,라인프로듀서
10000192,가성문,남자,연출팀
20374059,송현주,남자,배우
20376064,최탄옥,남자,시나리오(각본)
20373636,이가인,여자,VFX 슈퍼바이저
10090494,후사코 유사키,,감독
20370919,노경희,,기타
20337968,박소혜,여자,미술팀
20309990,이상민,,감독
20183305,김동규,남자,VFX 아티스트
10010192,안소니 번,남자,감독
20366064,장성우,남자,배우
20375648,도영운,남자,배우
20342491,이연빈,남자,배우
20311509,신석호,남자,배우
20350855,정재훈,남자,감독
20366434,홍석진,남자,배우
20159040,권석홍,남자,음악
20329075,박정연,,감독
20375218,문우주,여자,배우
20161029,김정우,남자,연출팀
20372532,남천식,,세트팀
20351252,김진욱,남자,감독
20121267,최진영,여자,감독
20331853,이종원,남자,배우
20330741,배광표,남자,감독
20362861,윤사무엘,,감독
10006553,김희정,여자,감독
20292054,김유민,여자,감독
20372498,김승희,,VFX 아티스트
20290593,김다솔,,감독
20369684,한영자,여자,배우
20161479,최은석,남자,DI팀
10082016,파벨 드로즈도프,남자,감독
10035399,서민부,남자,DI팀
20258311,장현우,남자,연출팀
20376121,김대기,남자,제작팀
20306389,야마토 유키,여자,감독
20373289,사나다 히로유키,남자,배우
20313888,배수민,,VFX 매니지먼트
20373773,윤건호,남자,촬영팀
20372861,고종원,,편집
10002140,구모,남자,감독
20365432,조애리,여자,배우
20333252,김준성,남자,감독
20334597,구용만,남자,세트팀
10052898,조 코니쉬,남자,감독
10005410,김인권,남자,배우
20368200,이유진,여자,배우
20343150,이보영,여자,배우
20374223,최재정,여자,배우
10023522,시온 히비키,,감독
20374389,알리스 세르베탈리스,남자,배우
20371471,박건혁,남자,촬영팀
20301289,왕민정,여자,감독
20374673,박재현,,촬영팀
20375961,스이세이 아카이,남자,감독
20208260,전성연,여자,감독
20370630,김준삼,남자,배우
20371922,박시연,여자,의상팀
20305730,이수빈,여자,감독
10037998,다카사카 유타카,남자,감독
20369411,채성민,남자,배우
20375432,윤일식,남자,배우
20375598,이상철,남자,VFX 아티스트
20154408,최상훈,남자,배우
20332013,김성종,남자,감독
20375062,도광원,남자,배우
20342311,최희준,남자,홍보/마케팅 진행
20363159,정세음,여자,감독
10076581,콜린다 봉거스,,감독
20369554,이상민,남자,배우
20375577,고지환,남자,배우
20372748,정주리,여자,온라인마케팅
20326115,이탁,남자,감독
20364366,홍지효,,매니지먼트
10049738,여미정,여자,시나리오(각본)
10050149,오다 노부마사,남자,감독
20330491,하이파다쿠 세키쇼,남자,감독
20375127,김도훈,남자,동시녹음
20183190,박정서,남자,제작팀
20369104,손영옥,여자,배우
20311636,김명희,여자,감독
10029969,방은진,여자,감독
20365824,김자동,남자,배우
20189067,이두나,,감독
20111852,김욱,남자,조명
10072468,최영록,남자,배우
20374366,조서진,남자,배우
20291052,이홍매,여자,감독
20314967,신한섭,,소품팀
20181904,이재준,남자,제작팀
20188226,백인규,남자,감독
10003878,김덕두,남자,세트
20362318,김윤정,,음악진행
20331280,이용남,남자,감독
20350793,정하용,남자,감독
20374736,신성익,남자,제작팀
20324981,김지희,여자,감독
20375824,서애경,,제작팀
10008737,라스 클리브버그,남자,감독
20306409,미조구치 미노루,남자,감독
10061614,정규수,남자,배우
10056567,하템 크레이치,남자,감독
10058650,임순례,여자,감독
20166715,홍희자,여자,배우
10006400,김혜진,여자,미술/프로덕션 디자인
20366422,조성덕,남자,배우
10088548,조나단 엘러스,남자,감독
20124136,정혜진,여자,제작관리
10087717,한재준,남자,DI팀
10050630,오우삼,남자,감독
20330612,김지환,남자,감독
20366072,이주진,남자,배우
20369387,윤혜리,여자,배우
20130876,신민수,남자,VFX 슈퍼바이저
20341751,최지혜,여자,배우
20329960,김호원,남자,감독
20367233,김경진,남자,배우
20336396,서진석,남자,투자
20372932,김기성,,감독
20372898,일바 퍼글러루드,여자,배우
20376072,신아승,여자,제작회계
20367399,김라진,남자,배우
10000184,임효겸,남자,감독
20112454,김택규,남자,감독
20366971,곽대이,여자,배우
20216911,문경진,남자,감독
20373270,안민서,여자,배우
10010887,크리스토퍼 로렌스 채프먼,남자,감독
10004981,김영선,여자,배우
20372877,안현정,여자,온라인마케팅
20373765,매튜 포드,남자,배우
10042318,후지타 카오루,,감독
